PRODUCT_ID,PRODUCT_GROUP,YEAR,AMOUNT1,AMOUNT2,AMOUNT3,AMOUNT4,AMOUNT5,AMOUNT6,AMOUNT7,AMOUNT8,AMOUNT9,AMOUNT10,AMOUNT11,AMOUNT12
4793,1,2015,59439,54020,63229,44330,64435,99299,7449,51722,73071,10343,23758,70350
184,5,2015,58555,39817,98610,1098,11074,35367,66192,72950,6602,18034,8485,23897
1268,6,2016,75204,89752,3419,5938,23532,12117,75047,89801,85078,97957,98511,67484
1714,4,2018,69628,62056,99044,65014,98094,35710,92330,72957,40068,59604,6286,37867
1099,0,2018,423,44176,15569,36568,56472,36687,1597,51085,31297,88202,42471,38883
2123,1,2015,26856,38925,53391,58281,10259,41226,7628,50812,2028,54280,41869,30421
4459,6,2015,80206,33112,95911,61284,27696,27026,48592,27797,98114,15851,46523,99973
933,3,2015,85435,9128,51047,49935,22709,28004,15729,77963,46937,6902,16494,48390
3602,2,2018,96039,73046,90254,91080,84895,75788,78787,72429,79199,32907,61117,84347
2243,1,2017,4007,94206,58946,51607,57169,41331,44177,98955,61314,39853,97465,47742
2856,8,2015,49773,49550,89899,99333,82044,22417,74055,26115,48617,85674,83536,65112
901,1,2018,24249,14959,44379,8042,14687,72519,30202,99635,68797,74340,34656,9084
3750,0,2016,13394,23539,59512,63004,24801,80282,28261,33021,58225,60387,54309,51123
1768,8,2017,74548,62165,3357,173,61057,92197,13450,88388,9391,4784,47658,74368
2570,1,2015,88007,62692,6245,28901,48111,79422,80198,93399,60012,23830,76851,59583
2169,1,2018,85329,14261,95347,84220,7554,34165,66608,38991,48258,88856,58802,60195
4,2,2016,46319,73852,9384,78042,67972,17646,15049,26707,31405,13997,13051,93886
2548,1,2018,72422,10364,92709,8394,60371,68307,50931,64008,80604,56820,46779,84110
658,3,2015,40918,97879,16213,55814,96382,51269,15547,14448,30055,42252,56074,40482
1081,3,2015,89176,68017,83104,93288,31020,16408,94290,32433,21113,28801,51179,16589
2857,1,2015,75488,53290,85599,68952,30243,49859,80649,58138,86060,94596,90895,92771
62,4,2018,5571,87956,26058,71228,6302,10124,92085,69528,60971,37186,34841,16317
4889,0,2017,34879,30619,6042,82690,20124,86025,29619,30946,96677,31171,46250,39217
3031,7,2018,17076,45578,59520,98326,14831,76350,19365,61935,91525,97426,60514,40815
1076,7,2018,3194,95149,56726,47763,76076,62634,12178,83587,69660,25791,5996,31760
1295,0,2016,17183,13127,28516,85735,71485,17378,57978,8612,18767,11372,96438,69926
4732,7,2017,2067,89669,72897,40072,6483,37776,96999,16295,81712,97363,78024,91288
3896,3,2016,53220,69622,54451,95115,22693,69594,1550,60218,29127,56953,73946,4835
2789,9,2015,39063,3872,7110,8634,84609,47480,43222,43763,8646,5629,16375,67402
4486,1,2017,45621,49418,26402,63306,66145,32177,13486,10546,62584,65659,74882,60459
4340,7,2016,57425,5039,24814,62020,93359,84533,14478,29958,45413,84561,90066,73759
4675,6,2017,40855,98806,9159,67050,66741,74343,65817,32693,92538,25567,97128,54997
4066,8,2015,12285,11487,17901,89102,67444,38989,14970,87291,8057,40621,80002,45766
3280,5,2015,76066,82933,67490,30227,50727,31253,32544,9518,34457,1853,55127,72329
3604,3,2016,198,32369,36894,83616,44955,12504,97748,62681,61435,64162,53323,99210
4420,3,2017,47788,95608,29358,20181,48029,52179,81159,54132,52962,37275,16483,88273
1812,2,2017,87394,53476,879,96292,49259,48189,51134,83898,76025,84843,52591,75061
770,7,2017,35802,64435,74470,94037,50927,67272,99687,87975,7849,16138,88011,30632
2226,2,2018,33883,61960,54259,50751,69127,66669,50167,31083,42759,33171,98974,89195
2864,7,2018,82425,27938,38498,50575,55195,99683,33183,59264,80825,32570,37381,89401
3326,8,2018,41833,3011,68460,63322,78449,626,51439,68675,21204,61823,13041,2979
3451,2,2015,45617,19521,15320,89439,81192,86718,4126,78888,55956,15969,91817,56331
4094,8,2017,65479,98612,99880,35302,31226,93632,90112,82047,83179,70339,24267,90718
764,1,2015,65846,36926,88797,6178,26680,42868,58545,45283,94439,34714,63624,78246
1527,8,2015,92992,62983,22700,44051,71283,46072,91239,22632,44596,56937,43347,9464
1514,9,2015,22372,21911,60905,71882,14959,5596,34767,78702,72824,78725,74416,40998
3573,0,2017,72089,77732,14120,64377,86773,31805,26325,20293,22366,57691,74896,6156
2281,2,2018,63181,54014,72837,78097,68441,66680,27459,6446,29562,39976,4449,62412
3748,9,2016,4869,25689,406,72865,85133,27422,88047,95493,33397,88608,62595,13273
1081,3,2018,42631,72641,95823,90584,40579,99257,8666,92091,52868,29200,60618,18942
2949,4,2016,75906,46377,80414,46587,33807,51280,62696,49848,73729,75858,95287,13603
29,7,2015,3945,94538,89660,61091,96551,92640,46319,52516,27443,13545,39046,6958
3755,5,2016,24233,42626,28366,82523,57457,18875,52446,76774,42151,94397,86116,58964
466,7,2018,7708,80713,15634,93331,95881,66111,91413,68538,51840,71989,25363,75673
3465,1,2016,98818,84441,35218,20650,25991,38546,91728,16368,84974,63288,36358,10173
1607,5,2017,43001,95737,813,69203,17740,65849,65954,60878,89265,57298,77413,77849
1169,3,2018,80381,66654,94709,56809,39534,22455,17846,58280,8846,70378,97135,26679
1959,2,2018,43960,53001,26595,87268,10015,7972,67228,31716,40097,24259,65336,70486
324,9,2015,75718,46934,99769,25532,1118,89465,58133,7319,56421,2747,8275,12065
129,9,2015,6489,78037,98774,98132,44415,45565,17922,68408,68097,12163,49069,89209
1365,5,2017,42129,74575,33793,15255,78526,41105,63651,57925,39380,79689,9606,64382
3197,1,2017,90401,8826,69329,39682,90472,37603,53841,22575,93497,50169,29992,1488
3341,7,2015,60842,42109,76643,61025,66594,13743,73956,25182,3333,10195,61557,58299
4021,4,2016,39879,62362,65095,41936,58914,78882,71161,76313,72070,50060,19213,1889
3147,3,2015,60881,80433,81077,99127,61676,10537,34668,876,63582,69475,10713,78198
1694,6,2016,37364,1383,27007,56955,35395,66038,39341,37840,75143,16227,50502,63092
563,4,2015,650,34838,10564,6593,9468,39372,63419,3177,21294,64480,51255,35740
2231,6,2015,60219,64049,75277,3308,81434,76605,71532,39665,43802,42664,44447,8580
2002,3,2015,38837,2958,65931,7907,46250,10714,70580,81076,83567,69962,14655,4783
2154,7,2015,31995,61399,23021,37731,48050,53498,22853,42656,32101,521,53859,69476
767,4,2016,22005,30119,1147,23081,25474,55702,26721,25730,49298,86663,55179,92680
3708,8,2017,1801,19428,36181,82703,900,64731,92786,83906,49313,21857,24838,28614
4443,7,2018,51635,3316,97867,12832,71801,62111,1097,50056,58064,34766,54540,90440
594,9,2017,56705,72951,24909,86342,99396,67636,42037,20752,81222,73872,93971,28887
156,5,2017,67338,52009,42380,4249,32463,27261,5610,43677,52149,81435,19467,38460
1102,6,2017,37718,76640,28923,96214,48408,76316,94198,25142,3399,24953,24628,74213
2981,4,2015,97917,73599,72435,99273,57505,39643,76606,74291,12918,68094,51340,3515
4763,4,2015,56051,7927,89518,1229,72414,82225,51914,69052,99359,79193,53097,30563
4947,6,2017,15710,40943,53814,71134,90543,35054,35664,60427,16711,63110,28825,69519
1194,6,2015,4039,23172,52553,76929,28524,81285,55281,37187,34914,23269,10591,64618
3251,8,2015,71960,54547,15605,50135,69024,38969,48879,48782,17473,13978,90657,42202
4159,3,2016,37016,64115,6548,5579,30269,91561,83668,34919,98471,32711,45685,20838
54,7,2018,48128,52006,72407,26316,49943,8099,57344,87113,59558,65833,16929,65028
2078,8,2015,7088,53295,3184,47235,5823,51178,50607,77834,46113,72453,50564,12605
4110,4,2017,58073,4868,85808,40748,47960,71264,83037,75974,70482,53866,91688,25893
2397,7,2018,1448,27902,66432,11706,97003,32977,6859,37550,57265,57942,49704,6603
718,7,2017,65413,28903,94555,73802,13017,18413,34625,53039,39234,94212,25913,58092
1100,1,2015,55664,68851,38610,50087,83256,96582,30648,80167,841,74942,40176,61091
2257,0,2018,42996,18861,90149,71947,60793,99037,38174,48246,28898,40180,37474,52997
666,0,2018,4920,57778,81078,80557,25138,77030,1551,49977,49007,56143,51502,88435
1773,0,2016,5802,44100,4622,67895,66782,41735,31591,34049,45747,85452,16941,33394
4089,0,2016,50662,80124,7379,83734,30046,89835,92523,80720,23913,37510,75445,1019
494,8,2015,23469,54181,37455,67199,99545,52726,91493,59519,59353,93690,98797,68018
111,0,2017,70503,11608,22789,74480,68256,98981,21677,66272,962,73528,77930,99042
1445,5,2018,10236,57829,91920,35242,63560,51854,27178,71534,3534,74039,71043,66700
2559,3,2015,11051,85964,97232,38460,40247,96417,13186,60116,46822,75682,13915,45713
4750,2,2018,44849,74609,55351,88375,54818,69074,21991,1172,86740,88194,8077,40498
2362,8,2015,57716,60931,35298,87708,48680,68256,1880,96259,90370,406,20492,46294
2374,7,2017,17995,96573,6734,11732,73210,20306,76386,7412,41921,50605,12054,25826
2496,1,2018,4619,73727,50547,82857,26153,35715,68641,31716,6597,4191,43437,82551
2894,3,2016,35268,89627,36256,9393,97245,59936,51732,43800,40981,42608,26625,92206
1480,0,2017,93078,59801,38356,10724,2896,84178,18104,70473,280,66758,78749,56812
979,4,2017,33233,67510,62595,68365,5854,64109,29329,78607,42015,7332,7592,46865
123,0,2018,74590,16068,32143,5569,26430,53604,2080,60705,71940,97267,86911,98283
3619,1,2017,80773,60593,40413,68934,92414,37709,60608,60028,73286,92014,94837,68805
1498,2,2015,64147,15870,7380,21101,86313,31194,52774,74551,11466,92006,37798,11491
826,1,2017,95342,24656,13690,46305,84066,30062,23921,12884,60838,767,17911,84731
629,2,2015,97851,37167,7611,80222,89795,46836,27845,60717,45418,6412,9170,36271
2985,6,2017,88374,57068,21355,69869,91289,69872,80336,78225,34114,18187,47771,48452
2006,1,2017,4973,1282,18860,20150,88012,90968,61927,24528,35340,98596,91493,35162
2405,5,2016,874,22161,36869,51264,96225,71571,56575,1036,29892,218,13426,2489
2049,3,2016,99005,75121,32097,20817,73066,47605,11835,57831,8679,33905,88992,30303
985,0,2015,22646,23015,15348,22291,21535,7250,98570,83704,18406,39189,85938,76686
2388,4,2015,75682,5515,63826,64552,32488,84006,15831,80362,11963,89101,83426,42895
4843,5,2017,11961,588,7016,6793,17944,59217,40667,81743,96016,82991,53544,62647
4638,7,2018,96290,66717,58276,73844,49971,64757,97756,78427,6937,32077,91588,36371
668,2,2017,58105,98211,12910,31107,3837,92256,19594,49753,10257,90233,33010,95663
662,7,2015,16903,53073,38558,4425,30862,89331,16536,7326,47410,17750,42078,57898
442,3,2015,17753,51681,3472,71473,78954,31110,26598,92192,96819,8210,94337,43510
4714,7,2017,39510,16158,2114,62878,42682,68237,14029,86216,95840,36751,77828,58892
669,5,2016,92552,2606,70966,2299,40703,63104,55063,95344,46113,32187,64392,7404
2070,1,2016,30236,49374,22367,72529,4094,51603,92587,70774,78661,23882,62106,33991
4399,9,2016,36207,78512,8109,3794,71830,94646,23307,37571,85441,13930,15163,36844
856,6,2017,77018,61221,16761,5987,5801,73667,65728,77858,63881,3809,76495,64474
942,2,2017,9260,61665,55062,48749,3553,17028,66846,6032,48526,8499,24894,83112
4757,8,2018,89771,50974,54005,70324,45832,37139,58143,81271,51084,57279,905,35786
2488,9,2018,57774,25921,98968,48979,88993,44564,20793,99347,74275,44212,33261,33942
4966,6,2017,4178,20114,79280,42143,75495,90803,88317,9549,62477,66240,53088,72006
1689,8,2017,4850,26506,81641,34099,36013,46283,30239,35614,43594,71184,7280,70222
1725,5,2017,99459,32040,16856,88448,37046,9589,20632,72662,82087,83827,36280,27340
357,0,2018,79812,35576,20014,4793,21531,22209,36495,94495,70967,15994,87651,80620
4312,7,2018,12734,24901,35924,53562,80984,25010,285,41423,58003,35786,68526,61650
4803,7,2015,92392,48628,35179,598,89413,45059,28513,96616,36453,5577,48021,16986
3893,8,2016,43574,2175,1836,1987,236,98593,73083,26016,49078,49705,65065,49718
2305,8,2016,15121,55689,9320,4125,47905,11412,23594,76732,82839,32117,26711,52833
313,1,2018,86867,13556,35324,1683,55157,91010,83283,74776,85003,90892,380,69638
4478,2,2017,10281,31370,89644,62397,70641,94466,19763,38330,22877,58850,29339,42053
4589,9,2015,57822,91128,19126,50383,70515,6121,87244,81270,90293,49041,7141,61631
424,0,2016,78123,42809,18814,88843,98760,13683,62382,1939,31208,76478,50287,87209
3490,5,2015,17389,1425,99192,42155,28079,10385,94480,4361,12462,59714,47994,34228
3434,7,2017,29973,67094,86025,91290,8067,29831,66213,31826,59999,38571,68074,58746
1978,0,2015,60499,97472,7220,44703,12294,81899,47410,20482,47371,14185,30181,79563
3662,9,2016,47472,84498,96499,73641,11593,8336,91957,18219,81226,84175,39350,88596
1662,6,2017,38988,78543,82662,85753,13441,59314,57369,59690,75128,65184,17845,61530
1541,3,2017,97741,14082,14078,79220,31555,9088,42654,4365,49443,68776,21967,12146
3223,1,2017,24088,90775,48432,50865,46203,31203,33122,62002,12148,54526,67686,27371
2475,8,2016,93624,13763,90958,5,31690,85357,25676,51827,2739,60594,35502,93366
4167,2,2015,36467,67766,53610,13780,85767,37936,23044,11219,59937,64548,82781,25711
1134,5,2016,64058,973,89311,42741,72398,76201,34985,71865,56911,48122,8088,54661
1222,7,2018,37868,40936,75775,4349,80987,39415,31735,56395,47514,91140,54114,20819
1267,8,2016,11799,41659,29618,34431,16032,31267,4912,52093,41345,27235,27447,71059
2099,0,2015,60653,88255,85783,4429,61177,58318,78757,38468,87451,44104,78145,54982
285,7,2018,4620,91588,74013,32877,61296,30846,49356,5271,84235,69655,47302,74535
479,0,2018,314,37662,34996,50103,46496,77253,23717,38249,12900,51449,87792,143
2818,6,2017,90160,11760,39916,15183,87445,76823,9081,83272,29877,73979,52192,32520
771,7,2016,25550,91446,92258,76088,71333,10077,43124,88308,97886,40573,91814,466
2331,4,2017,68775,14502,56513,34111,24967,3862,82337,91172,4949,87595,32840,26236
672,2,2018,37763,17575,62315,91947,34281,66075,1614,83946,64239,85344,20041,85184
0,3,2017,93057,40474,25905,80005,86702,61302,86768,60689,49203,38530,97242,54796
4632,8,2017,15793,19106,52692,61157,7307,80958,44489,19966,49818,37993,47314,18469
1970,5,2018,81613,75554,6846,82479,94744,61106,23990,61260,42114,3301,2607,19408
1039,3,2017,42224,88914,75935,92742,86604,54339,70349,76080,42246,34203,87888,41639
924,9,2016,11612,82349,19566,70523,89458,4969,77489,82869,38388,26487,1090,68839
2835,8,2018,96378,81175,98648,47598,72029,8704,79047,81465,650,11848,93337,97622
3759,9,2015,32865,67771,43690,61086,26800,98298,72429,62685,45829,54767,71555,13095
4947,6,2018,26160,56158,83987,89435,35274,88075,29154,1509,73436,48630,40988,66266
460,9,2016,45240,97545,1900,19593,29196,97511,56120,1763,66101,12087,80333,35558
3325,0,2016,99023,10594,70379,90518,59781,77954,38723,23704,41096,10276,83436,58830
1298,1,2018,20471,95441,43567,85480,537,98519,48073,51893,48643,15450,1531,36681
2087,7,2015,51441,83172,1978,47692,56936,21314,66938,62778,84069,73401,39449,3757
1699,6,2016,79826,29014,58127,18825,67167,14768,78388,63902,47576,67309,77378,80747
3677,9,2015,40886,55360,95051,81763,54505,88453,95374,49204,83170,91907,89899,51697
4487,6,2017,71542,4547,75767,95746,83105,81874,61652,33371,34412,28997,37176,64353
1646,7,2017,34353,81887,45308,82484,60152,61998,30462,78699,30344,91814,76411,92773
2499,4,2015,21398,17076,52616,89564,75332,50130,85022,70137,19172,80383,53320,47622
1320,6,2018,6369,58292,61740,58210,89332,7388,42890,30610,69135,55318,97359,83683
857,8,2018,62550,6665,53151,24314,23980,23817,92407,86752,82653,81215,17079,24081
2404,3,2015,51501,45764,28700,95891,11009,64093,58442,22391,27482,63757,59200,19492
2833,1,2017,10747,57653,60695,86776,97648,31583,76077,11427,71145,45241,39028,22492
2487,2,2015,31210,66956,80273,97838,39140,6104,41313,11448,86194,28688,56974,22183
1755,2,2018,3949,43068,70564,19214,68417,76038,29269,90968,46523,83806,33106,4014
2452,5,2018,8386,3288,77310,5038,27624,65841,89369,56985,70131,65585,9203,58904
907,4,2018,6270,42320,18810,18431,28047,99237,48999,19659,5255,40069,5131,39498
2786,5,2017,26408,11973,89561,87957,12377,72680,12308,99108,105,22411,93851,17411
3696,1,2017,27719,28167,95447,72488,69211,91519,29949,14674,35679,25151,84876,31543
1735,6,2015,18381,86582,1546,11041,47538,65572,68363,38194,53454,25606,25119,5254
4380,5,2015,45617,27844,47482,67305,30257,97676,62251,20190,7230,64690,78849,93384
1232,7,2016,83194,76420,29956,44978,80770,136,89060,50055,71274,57475,40623,54599
1874,2,2017,5882,31994,72563,37788,62975,60661,27536,97834,4822,39386,36680,81026
3208,6,2018,50638,38996,46969,91759,17901,9944,14264,23396,98022,7255,24747,86992
1226,3,2016,26555,30162,28140,17732,34827,76983,20849,59487,74972,60193,28105,72155
2757,5,2015,35174,25863,88693,7535,94343,60986,3932,56835,31645,48533,58947,96585
1645,4,2015,79605,42967,42556,1648,55531,91215,37742,12571,53923,72041,95625,44052
46,1,2015,69180,49815,64853,92006,35596,82349,68236,81118,57774,66538,94057,92856
2658,9,2015,14813,11223,11072,51526,4941,5755,90720,20974,28063,45983,74939,64668
2383,4,2016,58495,86640,14119,68453,51324,6123,46577,46144,54668,33147,32785,88994
3144,6,2015,28406,18552,56511,14469,52262,67022,87548,4328,34620,53190,42912,35852
2593,2,2018,4285,39993,20684,52780,17636,43205,99162,34131,73833,49058,15807,78664
4418,2,2017,68266,10954,46931,65670,57434,47464,33348,54128,99537,73154,9709,18345
3197,1,2018,97503,80263,76539,12267,81747,11345,77501,58875,21017,96083,52365,86705
2058,7,2016,48904,23166,12060,51888,28051,84503,70990,98360,10292,43387,8035,73624
864,7,2017,9211,14926,29772,68246,62745,40034,15453,3380,97022,9563,46562,41259
346,1,2016,45769,48017,37531,90848,4995,84258,73933,44228,81978,69925,76489,79449
4200,9,2018,44456,39057,7057,12662,54388,52607,35474,99079,89147,34843,81729,97702
496,1,2018,63647,91987,89050,4343,14893,12917,25147,17649,3804,99587,37900,49390
3657,6,2018,87838,15845,14518,10466,63017,73400,22662,31616,60509,24163,79216,1344
4710,2,2017,10838,19592,27967,81906,67835,64876,78524,23155,95750,56293,34888,88213
834,5,2016,41648,27286,15611,60233,17251,26434,53823,192,48255,79337,80503,78051
1889,6,2015,53641,31767,29188,91146,92988,43206,80027,66827,42013,20967,49671,21876
2277,0,2016,70243,66970,35362,53037,79755,51642,6831,74743,53481,66118,75386,75050
757,2,2015,4509,66835,68629,54406,40973,5192,85441,56859,85849,44842,62753,20796
2965,1,2018,94724,93801,23690,92977,57783,76702,3625,72463,65958,39940,73214,8596
2814,8,2018,78558,39596,20801,58503,40909,34790,24595,17949,82362,59038,50285,72703
3610,6,2015,48735,97985,42461,67998,40349,8764,67821,13926,7520,31578,79738,32545
3683,0,2016,9811,8858,88769,81805,97929,2096,19923,22158,79833,34879,96449,37305
4263,7,2017,45846,27524,80666,59480,62282,12720,72244,59060,25377,52064,67603,7638
4895,7,2018,5029,37348,80318,39273,53277,65090,34016,4793,11039,85020,61103,66647
2874,5,2018,67371,56903,58161,3815,52305,75658,59140,24516,92692,3572,8821,38779
1678,7,2016,44510,85305,83663,33092,41667,75805,77046,86430,7209,59767,57524,55652
4374,3,2017,15397,43093,11022,3982,3735,65206,67526,92907,85169,91702,24264,86172
2327,6,2017,38619,63939,15742,883,83162,49910,78625,39606,65601,46064,76753,65788
2187,7,2018,20516,69789,17730,18622,61873,51882,22143,81709,64874,1254,3601,84254
3691,2,2017,47082,379,33690,50057,27910,4125,69640,82113,21100,94940,6709,13794
2338,9,2016,31374,27799,51296,55373,42728,5629,48826,64315,51853,12273,33550,46004
4663,4,2015,6278,83338,31025,28984,73793,64005,89207,38343,85081,16423,32481,68698
2421,3,2017,71242,49710,58968,95336,39284,69337,52669,72486,33240,52048,33928,9232
4372,0,2018,36515,54266,85236,79294,80578,18825,51223,58098,77042,74175,66989,77643
1344,2,2016,9355,5122,20679,70678,25160,91524,94504,87553,18072,90301,644,9913
4120,5,2016,66548,58169,54798,20033,85013,16456,169,82303,31261,40024,99556,64837
2731,6,2018,10043,59807,53896,37933,29969,1036,17034,48735,99104,4203,92839,64123
3519,9,2015,43978,61101,65764,55935,22658,66002,88768,44960,21268,268,46701,13599
3477,0,2015,42374,37647,19830,46970,62849,99133,34604,93461,36137,34260,5785,35120
2273,2,2015,51673,44208,32425,61918,4996,98520,38628,72411,99868,64890,35967,81647
734,8,2016,62323,11681,9912,31680,85420,94344,90469,51099,820,14119,99700,46102
4615,0,2017,1803,49297,15356,21969,8986,67613,43616,89571,24393,77630,79147,66016
3480,1,2016,71764,50660,51122,60386,63557,25694,15736,54615,80344,22906,71824,57034
2464,9,2018,9085,65626,95173,7922,83440,64049,86943,35458,20267,4538,46040,86460
2928,3,2016,37020,69183,27983,68506,98793,88137,91790,57700,63042,82591,11032,83538
1278,0,2017,41836,30848,19378,2382,94332,54382,14657,5657,17410,66285,78627,69442
1675,8,2016,77837,37185,73287,5467,90145,59333,86416,25412,64068,56217,67545,58538
1185,9,2017,75203,33817,1739,5270,99646,56115,29549,2653,95488,15809,92938,27933
2929,6,2017,16488,53205,41612,49275,30677,43199,71439,85388,63492,2752,89603,81173
4055,2,2017,80110,18352,17470,91049,46082,1705,90563,7710,85307,18996,20305,94173
1355,9,2018,17610,41004,17379,98363,80660,59728,58426,95247,20683,89810,2650,94304
446,9,2016,20725,83630,72351,39087,85612,25140,70082,216,61066,16822,6252,5939
4885,2,2015,3246,95047,11179,72833,85858,58900,46598,15766,95110,9563,59149,53237
3900,0,2016,87414,29129,89587,37267,45887,14128,12292,55808,85097,19340,55376,43590
4531,3,2017,15193,87920,69984,55171,29684,16011,11277,30323,39903,21355,18767,36754
1731,1,2017,83606,75338,66206,28094,92465,46558,96882,34478,42019,36924,87663,5419
385,1,2018,41047,80820,48063,79941,75023,87381,98813,75808,90309,89780,27275,45514
19,5,2015,12512,22557,40671,95998,58282,56156,55335,91714,58465,52515,77030,44259
4849,9,2018,55384,50234,8496,92008,30766,84464,62767,39200,92730,52355,10908,81242
300,9,2018,27399,56625,40758,62835,12736,63701,28254,51636,48888,34451,83025,48993
2849,0,2016,48612,48234,70207,27602,80041,23926,4794,79574,22901,32872,81214,4889
4799,2,2015,88698,19817,60525,98721,57384,9458,86843,53828,75998,6940,7624,9959
206,3,2018,61416,45278,30277,75289,70005,45623,38068,82688,48888,17242,63732,75217
3261,4,2016,23624,67490,91251,84084,13877,95482,10074,974,43381,45469,21294,56488
260,4,2016,44748,82477,35532,30895,1039,70572,61134,28814,31013,67594,98586,65951
1057,2,2018,70828,91624,81656,28926,62375,23025,71012,58959,31023,73115,23377,11990
4670,2,2017,47992,60096,2481,26983,14525,53904,72665,12308,26973,71285,26732,77837
4061,0,2018,93369,3421,75763,98502,69966,12761,18749,29054,35499,65327,58839,42080
310,5,2016,53440,82355,29565,84042,27225,96617,7676,59084,43087,38002,15748,77824
4476,0,2016,71892,16518,8519,64818,87861,34709,15274,61159,31986,28482,6533,97894
623,6,2017,89848,39625,3012,9151,24020,74081,66023,80580,27673,94758,57420,7167
3734,7,2018,70351,95168,4739,81182,78152,2619,73052,47260,4200,85140,21887,57984
268,5,2016,47667,47127,59336,89776,15616,56314,44080,82203,34046,53504,41980,53861
2584,7,2018,77303,94860,5075,62594,1368,2896,67973,42597,17093,68768,92072,72048
3436,5,2016,53523,83287,14692,50202,85909,93303,63424,8671,71252,86390,29165,18276
858,6,2017,81143,20504,22680,29145,97639,97986,87964,91446,38347,33158,79207,48465
346,1,2015,91731,81365,70370,96768,77833,63192,56235,42296,24952,62255,15367,43088
1653,8,2016,88195,86527,10072,28972,36345,82964,37769,22772,42588,76236,81167,65569
1131,2,2015,72941,76999,99438,6645,39088,63978,27895,70678,49630,73688,81370,61007
1990,6,2016,67550,87811,76823,41653,12610,22857,40958,96914,90044,8077,71069,57992
1579,5,2016,40498,17574,25947,2119,98360,94744,958,40588,33047,98710,90205,91328
2539,2,2016,97040,66694,75876,74241,57643,73508,72576,74472,34017,80139,98245,92741
2709,0,2017,22393,14542,69496,64062,59651,18496,15790,94751,21723,46831,88062,98425
4276,0,2018,62611,28903,1159,70297,6875,34896,20222,54236,43674,72899,14346,87406
814,3,2018,34130,29476,29675,61902,77358,28378,90909,49628,70485,55291,41233,98383
1639,8,2017,16894,88322,41274,12929,31679,71888,17024,63285,84802,16238,6054,16656
2802,2,2015,24226,69275,7333,76055,57596,9534,91093,32660,62491,82466,78546,72632
239,5,2016,67933,80967,30001,49493,88389,2875,37001,26718,98919,17910,898,88684
67,3,2015,63399,58609,96416,86484,14605,41578,12797,62268,46286,64458,70315,41766
1379,8,2017,81089,38748,46164,15379,2439,93430,86077,48866,36512,48523,60335,1090
4991,0,2015,4167,70434,92238,29678,43078,39530,47050,42117,11945,49922,65465,86704
2834,9,2015,89816,40431,77862,90913,94815,14916,42182,73239,23233,7188,18946,57647
1838,4,2016,86891,83988,37644,41469,70681,64689,87315,87512,25566,11206,72102,4142
3350,8,2016,70397,79202,79665,32620,34320,82918,40246,83176,58221,22498,35701,95227
2183,7,2016,89963,77025,36852,742,78867,37741,95594,71767,59719,21470,47195,70834
1501,1,2015,29650,35943,9187,31179,98609,56421,38344,2276,51928,63768,97098,99756
4732,7,2015,90075,73335,44360,98245,16311,34904,73257,24941,94379,10247,70856,80355
4190,1,2017,32289,65856,58029,93131,31114,89831,9025,96386,2855,48600,76244,23652
276,3,2016,18421,9990,9700,4755,99595,86772,64814,62675,69109,85279,50820,49547
2133,5,2015,1423,55772,32033,82221,3401,99882,86455,51938,48446,78315,84955,58615
4995,3,2016,82592,18850,68998,57071,64802,14203,50712,84445,61643,59592,83294,6743
2623,4,2015,84831,38420,66049,1115,12836,80800,25655,60330,80784,45843,26060,93525
1840,3,2017,64486,19313,72534,65159,84477,57093,7427,12781,27102,34464,36325,98925
358,1,2016,76362,70130,78662,66487,72496,12665,54186,10021,75481,69496,41451,33535
3475,2,2016,50395,48335,602,12045,64168,19547,19321,6428,80995,18461,22573,43898
3344,4,2018,59102,96326,14078,8616,84795,57035,1795,57518,22554,6079,78425,83079
4554,3,2017,8713,16177,69363,23310,2004,14061,10074,2513,22433,25257,1922,20567
4623,2,2017,72526,54488,4183,62596,12876,88487,84556,58783,5187,11316,41736,59762
3595,7,2015,5660,45370,83844,57195,52254,35910,49759,11267,84918,87531,75263,63567
4462,4,2017,73053,55489,69188,32264,50247,79202,45646,84000,11576,22505,89826,21037
932,1,2018,26591,67731,15104,64777,57038,89484,82209,43731,3113,87130,73316,61814
4166,6,2015,97738,59506,52409,7343,7791,34954,9540,94206,11922,87698,57244,27120
1879,5,2018,77699,51486,38087,48802,76080,45710,11464,87969,48405,15307,17077,10347
1247,3,2016,98973,63442,46523,85470,37091,5057,54635,73861,96723,34112,25530,98769
376,3,2018,49249,17372,15098,10690,73279,54318,2520,66543,30717,75691,73389,2358
2566,6,2016,11657,59471,23406,22775,84219,75338,73301,67178,95351,806,6449,67196
3617,6,2016,12869,61763,30395,43293,52708,39400,36522,48298,3470,79433,99791,37511
1120,5,2017,39670,85530,24250,48414,11193,44460,85321,99394,43017,90485,51950,73121
4901,4,2017,40352,49729,30537,22634,77727,15294,85672,15444,17072,88405,45211,1371
3216,5,2018,64504,40078,93660,33882,15182,6790,12821,24103,90954,83697,28966,81662
833,6,2015,88854,89456,41430,66397,31608,47649,98379,25646,17388,83709,28556,91074
3268,8,2017,57767,11386,11184,92006,30158,77421,13492,46042,27775,48487,80943,67510
2180,9,2015,39813,66779,18431,89848,81478,33121,98325,81579,91084,59827,47075,43034
4297,1,2016,99191,19588,57447,44253,74173,45334,58178,97267,41574,27890,69105,38040
1699,6,2018,93609,61499,908,95670,59041,59010,33011,82843,75776,57429,47770,30662
